城市	酒店名称	酒店类型	地址	报价	酒店排名	综合评分	点评数	最热评价
哈尔滨	哈尔滨新巴黎大酒店	豪华型	哈尔滨南岗区中山路177号	¥ 616起	哈尔滨豪华型酒店好评第14（共23家）	4.6	659	去冰雪大世界和其他景点非常方便。酒店地理位置好,交通方便,硬件设施不错
哈尔滨	汉庭酒店(哈尔滨中央大街步行街店)	经济型	哈尔滨道里区西十六道街25号	¥ 140起	哈尔滨经济型酒店好评第104（共137家）	4.3	348	性价比极高的一家汉庭。地理位置非常方便,去索菲亚,中央大街
哈尔滨	金谷商务酒店(会展中心省政府店)	高档型	哈尔滨香坊区民生路118号	暂无报价	哈尔滨高档型酒店好评第78（共138家）	4.5	127	酒店干净整洁,服务态度好。前台特别好
哈尔滨	哈尔滨伊春快捷宾馆(哈西万达广场店)		哈尔滨南岗区东辉明珠园西宁北路47号(G8栋-7号)	¥ 76起	哈尔滨同档次酒店好评第1863（共10468家）	4.2	294	服务态度非常好。房间很温暖干净,服务态度也很棒
哈尔滨	龙门太空舱青年旅舍(哈尔滨中央大街经纬街店)		哈尔滨道里区经纬十一道街59号院内	暂无报价	哈尔滨同档次酒店好评第218（共9628家）	4.7	323	很好好好好好好好好好好。很愉快的一次体验,下次还来
哈尔滨	哈尔滨班夫酒店(省政府地铁站店)	舒适型	哈尔滨南岗区和平路70号	暂无报价	哈尔滨舒适型酒店好评第15（共175家）	4.8	116	服务态度很好,位置方便,枕头很舒服
哈尔滨	麗枫酒店(哈尔滨果戈里大街秋林广场店)	舒适型	哈尔滨南岗区革新街22号	¥ 195起	哈尔滨舒适型酒店好评第123（共236家）	4.6	554	房间不错挺好以后还回来。但是酒店内部还是相当哇塞的
哈尔滨	如家酒店·neo(哈尔滨会展中心市二院地铁站店)	经济型	哈尔滨道外区红旗小区69栋	暂无报价	哈尔滨经济型酒店好评第40（共137家）	4.6	447	环境好卫生好,前台服务热情早餐好吃。前台很好
哈尔滨	哈尔滨卓琳酒店	高档型	哈尔滨香坊区公滨路40号	暂无报价	哈尔滨高档型酒店好评第98（共137家）	4.4		
哈尔滨	雪谷盛世家园旅馆		五常山河屯林业局中国雪谷	暂无报价	哈尔滨同档次酒店好评第107（共10622家）	5.0	506	最主要我价格对比过,真的非常便宜。服务周到窝心,此行很满意的一家客栈
哈尔滨	锦江之星(哈尔滨西大直街和兴路地铁站店)	经济型	哈尔滨南岗区西大直街436号	¥ 187起	哈尔滨经济型酒店好评第2（共137家）	4.8	725	感觉是新换过的,附近有地铁站和公交站。环境很好,服务很好
哈尔滨	汉庭酒店(哈尔滨秋林哈医大一院店)	经济型	哈尔滨南岗区一曼街87号与三姓街交汇处	¥ 126起	哈尔滨经济型酒店好评第51（共137家）	4.6	264	整体体验很不错,到地铁站很近。最最主要环境很好,装修很新很干净
哈尔滨	哈尔滨街角家庭公寓(2号店)		哈尔滨田地街116(兆麟街与田地街交口，)	暂无报价	哈尔滨同档次酒店好评第1134（共9530家）	4.5		
哈尔滨	麗枫酒店(哈尔滨宣化街南岗区政府店)	舒适型	哈尔滨南岗区宣化街249号	¥ 179起	哈尔滨舒适型酒店好评第91（共236家）	4.7	626	酒店特别暖和,人也好,服务员很热情。房间环境挺好,性价比很高
哈尔滨	哈尔滨嘉宝精品酒店		哈尔滨道里区安达街22号	暂无报价	哈尔滨同档次酒店好评第1390（共10425家）	4.4		
哈尔滨	森霖酒店(哈尔滨承德街道外公路客运站店)		哈尔滨道外区草市街60号	暂无报价	哈尔滨同档次酒店好评第57（共137家）	4.5	422	前台老板服务态度非常好,会再次入住的。特别方便
哈尔滨	哈尔滨意枫宾馆		哈尔滨道里区建国街53号	暂无报价	哈尔滨同档次酒店好评第87（共137家）	4.4	382	环境很好,周围吃的很多,出行很方便。服务好,价格便宜,能满足住户需求
哈尔滨	哈尔滨佳期似梦假日公寓		哈尔滨道里区经纬街71号经纬360大厦A座11楼1112室	暂无报价	哈尔滨同档次酒店好评第1430（共9628家）	4.3	174	老板人很好,服务周到,房间干净卫生。干净价格地理位置也好
哈尔滨	哈尔滨天空主题宾馆		哈尔滨南岗区果戈里大街194号	暂无报价	哈尔滨同档次酒店好评第1331（共9522家）	4.3		
哈尔滨	锦江之星(哈尔滨中央大街新阳路店)	经济型	哈尔滨道里区新阳路255号	暂无报价	哈尔滨经济型酒店好评第9（共137家）	4.7	638	服务态度很好,环境也好。第一次入住这家酒店,整体体验很不错
哈尔滨	哈尔滨雪域国际青年旅舍		哈尔滨道里区安心街133号	暂无报价	哈尔滨同档次酒店好评第952（共10350家）	4.6		
哈尔滨	哈尔滨看见一个青旅		哈尔滨道里区西十五道街34号院内	暂无报价	哈尔滨同档次酒店好评第1262（共9562家）	4.4	91	总体还是不错的,性价比没得说。很不错
哈尔滨	哈西宾馆(哈尔滨医大一店)		哈尔滨南岗区花园街322号	暂无报价	哈尔滨同档次酒店好评第1356（共9605家）	4.3	160	大家自己感觉吧,评价绝对真实。老板人很好
哈尔滨	哈尔滨蕾博尔酒店	高档型	哈尔滨香坊区珠江路31号	暂无报价	哈尔滨高档型酒店好评第95（共127家）	4.3		
哈尔滨	好佰客公寓(哈尔滨麦凯乐店)		哈尔滨道里区尚志大街77号麦凯乐国际公寓8层G03	暂无报价	哈尔滨同档次酒店好评第1549（共9628家）	4.2	176	酒店服务挺好的,老板很热情。位置非常好
哈尔滨	梓苑宾馆(哈尔滨工业大学店)		哈尔滨南岗区护军街12号	¥ 151起	哈尔滨同档次酒店好评第1889（共10557家）	4.3		
哈尔滨	学府宾馆		哈尔滨南岗区学府三道街66号	暂无报价	哈尔滨同档次酒店好评第1235（共9562家）	4.4	246	地方不错,干净,宽敞。实际很好的宾馆
哈尔滨	天燕假日宾馆(哈尔滨中央大街店)		哈尔滨道里区端街45号	暂无报价	哈尔滨同档次酒店好评第1504（共9559家）	4.2	217	第一次入住这家酒店,整体体验很不错。房间不算很大,够用,窗户大,室内明亮
哈尔滨	鑫彩宾馆(哈尔滨西大桥店)		哈尔滨南岗区清明七道街35号	暂无报价	哈尔滨同档次酒店好评第876（共9628家）	4.6		
哈尔滨	哈尔滨宜园春快捷宾馆		哈尔滨南岗区辽阳街41号	暂无报价	哈尔滨同档次酒店好评第1586（共9559家）	4.1	85	这里真的挺好的,不错。距离医大一院很近,宾馆舒适
哈尔滨	恒旗假日宾馆(哈尔滨火车站店)		哈尔滨南岗区人和街112号	暂无报价	哈尔滨同档次酒店好评第1154（共9628家）	4.5	237	服务态度很好,吃饭方便,距离景点都不远。略微有点吵
哈尔滨	勃莱梅酒店(哈尔滨火车站南广场店)	高档型	哈尔滨南岗区铁路街24号	暂无报价	哈尔滨高档型酒店好评第83（共138家）	4.5	271	设施不错。门锁不太好用,总体情况良好
哈尔滨	7天连锁酒店(哈尔滨火车站南广场店)	经济型	哈尔滨南岗区春申街8号	暂无报价	哈尔滨经济型酒店好评第126（共137家）	3.8	730	酒店房间很大。室内环境一般,浴室连洗发水沐浴露都没有
哈尔滨	寒舍自游驿青年旅舍(中华巴洛克街区地铁站店)		哈尔滨道外区南四道街82号	暂无报价	哈尔滨同档次酒店好评第289（共9559家）	4.7	515	但整体很不错。这是我住过最清爽的客栈
哈尔滨	哈尔滨冰雪大世界太阳岛花园酒店	高档型	哈尔滨松北区冰花路869号	暂无报价	哈尔滨高档型酒店好评第109（共138家）	4.3	302	非常安静,环境整洁,设施齐全,服务周到。酒店环境很不错,设计很复古,房间宽敞
哈尔滨	哈尔滨凯达商务宾馆(冰雪大世界医大四院店)		哈尔滨松北区祥安北大街1388号	暂无报价	哈尔滨同档次酒店好评第132（共9628家）	4.8	41	酒店太棒了,超过了我的想象,位置好找。酒店非常不错,各方面服务都细致周到
哈尔滨	哈尔滨果戈里宾馆	三星级	哈尔滨南岗区果戈里大街84号	暂无报价	哈尔滨三星级酒店好评第128（共175家）	4.2	344	服务很好。位置很好,后院可以停车,酒店内很有特色
哈尔滨	鼎铭酒店(哈尔滨冰雪大世界商业大学店)	经济型	哈尔滨松北区松北一路55号	¥ 127起	哈尔滨经济型酒店好评第10（共137家）	4.7	156	离地铁站很近,方便。卫生条件相当不错
哈尔滨	哈尔滨欧尚精品酒店(卓展购物中心店)		哈尔滨道里区达道街爱建中兴家园6栋1号商服	暂无报价	哈尔滨同档次酒店好评第219（共9628家）	4.7	745	这个酒店整体很舒适。床很舒服很舒服很舒服,两个枕头一高一低
哈尔滨	如果商旅酒店	舒适型	哈尔滨南岗区建筑街9号	¥ 223起	哈尔滨舒适型酒店好评第62（共175家）	4.6	296	我可太爱了这姐姐。环境真的很不错
哈尔滨	勃莱梅酒店(哈尔滨中央大街店)	高档型	哈尔滨道里区红霞街38号	暂无报价	哈尔滨高档型酒店好评第70（共137家）	4.5	778	整体不错,还很贴心准备了一次性纸杯。地段很好,离中央大街很近
哈尔滨	如家酒店·neo(哈尔滨中央大街上游街店)	经济型	哈尔滨道里区上游街51号	暂无报价	哈尔滨经济型酒店好评第54（共137家）	4.5	368	位置很方便,房间出乎意料的干净整洁。出入很方便,房间干净整洁
哈尔滨	哈尔滨桓天连锁酒店		哈尔滨道外区东直路173号	¥ 115起	哈尔滨同档次酒店好评第1259（共9628家）	4.4	290	酒店房间空间很大。周边还有很多好吃的,房间里特别热
哈尔滨	东馆商务酒店(哈尔滨中央大街店)		哈尔滨道里区尚志大街49号	暂无报价	哈尔滨同档次酒店好评第1768（共10380家）	4.2	64	非常好,老板人好,房间干净卫生。服务也特别好
哈尔滨	大盛日租公寓(哈尔滨哈西店)		哈尔滨南岗区万达广场SOHOA座12楼	暂无报价	哈尔滨同档次酒店好评第1545（共9559家）	4.2	220	下次还会选择这家屋内设施很齐全。位置交通
哈尔滨	喜佳酒店(哈尔滨承德广场中华巴洛克店)	舒适型	哈尔滨道外区南和街138号	暂无报价	哈尔滨舒适型酒店好评第148（共226家）	4.3	153	卫生条件不错,床品舒适。这家宾馆是出行十天来服务最满意的
哈尔滨	7天连锁酒店(哈尔滨西客站哈西服装城店)	经济型	哈尔滨南岗区中兴大道99号	¥ 161起	哈尔滨经济型酒店好评第112（共134家）	4.2	318	总的来说还不错,各方面都还是令人满意的。什么活不能中午干酒店太棒了
哈尔滨	亚布力幸福里精品客栈		尚志亚布力滑雪旅游度假区	暂无报价	哈尔滨同档次酒店好评第137（共9628家）	4.8	317	住的是房间很暖。酒店位置还蛮好找的
哈尔滨	好佰客公寓(哈尔滨儿童医院店)		哈尔滨道里区一面街138号金安美豪国际公A2栋16楼15号办公室	暂无报价	哈尔滨同档次酒店好评第1053（共9755家）	4.5	50	很干净,设备齐全,房主服务态度非常好。服务态度很好,有机会还会来的
哈尔滨	雪谷洪波客栈		五常山河屯林业局东升林场路东	暂无报价	哈尔滨同档次酒店好评第220（共10619家）	4.9	215	睡起来很舒服~客栈老板和老板娘非常热情。服务好,打卤面好吃,门口还有平价超市
哈尔滨	哈尔滨星汇宾馆		哈尔滨道里区尚志大街5号	暂无报价	哈尔滨同档次酒店好评第1196（共9559家）	4.4		
哈尔滨	都市大发酒店(哈尔滨商业大学南校店)	经济型	哈尔滨道里区顾新街45号	暂无报价	哈尔滨经济型酒店好评第76（共137家）	4.4	88	酒店非常不错,各方面服务都细致周到。很小阁楼房干净,用品好,紧凑型,有空调
哈尔滨	雪谷柳二家庭旅馆		五常山河屯林业局东升雪谷	¥ 290起	哈尔滨同档次酒店好评第115（共10619家）	5.0	313	一家很不错的房间就这样呈现。服务周到热情,客房很温馨,干净舒适
哈尔滨	健龙艺术家宾馆(哈尔滨工程大学会展中心店)		哈尔滨道外区红旗大街809号	暂无报价	哈尔滨同档次酒店好评第838（共10460家）	4.7	69	就是隔音不算太好。房间很暖和,简单干净
哈尔滨	7天连锁酒店(哈尔滨中央大街安发桥机场大巴站店)		哈尔滨道里区新阳路219-2号	暂无报价	哈尔滨同档次酒店好评第118（共137家）	4.1	179	总的来说还不错,各方面都还是令人满意的
哈尔滨	麦凯乐·宿港酒店公寓(哈尔滨中央大街店)		哈尔滨道里区兆麟街90号麦凯乐公寓B座10楼A12室	暂无报价	哈尔滨同档次酒店好评第1129（共9628家）	4.5	434	总体讲非常不错👍,下次来还会考虑。前台的姐姐哥哥很好很有耐心
哈尔滨	哈工大招待所(哈工大地铁站一店)		哈尔滨南岗区工建街88号	暂无报价	哈尔滨同档次酒店好评第1861（共9628家）	3.8	69	第一次住招待所,综合感觉一般。位置好就在工大后身,附近奶茶店
哈尔滨	哈尔滨雪阅商旅酒店	高档型	哈尔滨南岗区比乐街137号	暂无报价	哈尔滨高档型酒店好评第69（共138家）	4.5	288	位置交通。最后我去前台找的,给我们换了房间
哈尔滨	滨航宾馆(哈尔滨国际机场店)		哈尔滨道里区太平镇先富村	¥ 92起	哈尔滨同档次酒店好评第202（共10619家）	4.9	197	特价房,老板娘人特别好免费给升的级。老板和老板娘很热情,给免费升级了房间
哈尔滨	哈尔滨陆玖宾馆		哈尔滨香坊区中山路88号	暂无报价	哈尔滨同档次酒店好评第1405（共9628家）	4.3	144	客房干净卫生,服务态度好
哈尔滨	莱客酒店(哈尔滨火车站博物馆店)		哈尔滨南岗区满洲里街100号	暂无报价	哈尔滨同档次酒店好评第1379（共9605家）	4.3	186	很有人情味,下面我给大家指引一下方向吧。性价比算是比较好的酒店吧
哈尔滨	哈尔滨JW万豪酒店	豪华型	哈尔滨松北区创新一路199号	¥ 5830起	哈尔滨豪华型酒店好评第15（共23家）	4.6	364	非常好的入住体验,办理完入住。特别感谢酒店的宾客关系主任张博,因为她
哈尔滨	哈尔滨99快捷旅馆		哈尔滨道里区安升街99号	暂无报价	哈尔滨同档次酒店好评第1401（共9628家）	4.3		
哈尔滨	星程酒店(哈尔滨哈西万达酒店)	舒适型	哈尔滨南岗区中兴大道哈西万达公寓SOHOB座15F	暂无报价	哈尔滨舒适型酒店好评第90（共170家）	4.6	113	交通方便,周边配套齐全。房间很大
哈尔滨	哈尔滨澜淼影视主题宾馆		哈尔滨南岗区学府路1号福顺尚都15号楼夹层1层3-5号	暂无报价	哈尔滨同档次酒店好评第1801（共9755家）	4.0	96	离考点特别近也就不到二百米
哈尔滨	雪谷毕老驴客栈		五常雪谷山河镇东升林场	¥ 316起	哈尔滨同档次酒店好评第234（共10619家）	4.9	376	体验很好,老板和店里义工人都很好。入住体验非常棒
哈尔滨	哈尔滨齐鲁国际大酒店	高档型	哈尔滨南岗区中山路111号	暂无报价	哈尔滨高档型酒店好评第72（共137家）	4.5	213	给我升级了一个套房,感觉非常棒。在这边住得最好,环境各方面都很舒服
